UDI,Machine failure,Process temperature [K],Rotational speed [rpm],Tool wear [min]
7523,0.0,311.5,1334,26
7524,0.0,311.5,1343,28
7525,0.0,311.5,1639,31
7526,0.0,311.5,1383,33
7527,0.0,311.4,1660,38
7528,0.0,311.3,1470,40
7529,0.0,311.3,1748,42
7530,0.0,311.4,1467,45
7531,0.0,311.4,1617,47
7532,0.0,311.4,1377,50
7533,0.0,311.3,1629,55
7534,0.0,311.2,1504,58
7535,0.0,311.2,1418,60
7536,0.0,311.2,1629,62
7537,1.0,311.3,2579,64
7538,0.0,311.3,1305,66
7539,0.0,311.4,1450,68
7540,0.0,311.3,1487,71
7541,0.0,311.3,1587,73
7542,0.0,311.5,1528,76
7543,0.0,311.6,1401,79
7544,0.0,311.5,1446,82
7545,0.0,311.4,1425,84
7546,0.0,311.4,1891,86
7547,0.0,311.5,1454,88
7548,0.0,311.4,1430,93
7549,0.0,311.4,1495,95
7550,0.0,311.4,1544,97
7551,0.0,311.4,1554,99
7552,0.0,311.3,1491,102
7553,0.0,311.3,1525,105
7554,0.0,311.3,1505,107
7555,0.0,311.4,1371,109
7556,0.0,311.3,1332,112
7557,0.0,311.4,1471,114
7558,0.0,311.5,1750,116
7559,0.0,311.4,1386,119
7560,0.0,311.4,1355,122
7561,0.0,311.3,1377,125
7562,0.0,311.1,1388,128
7563,0.0,311.1,1350,130
7564,0.0,311.2,1831,133
7565,1.0,311.2,1381,136
7566,0.0,311.2,1783,139
7567,0.0,311.0,1613,142
7568,0.0,311.0,2370,144
7569,0.0,311.0,1627,147
7570,1.0,311.0,1255,149
7571,0.0,311.0,1777,151
7572,0.0,311.1,1606,156
7573,0.0,311.1,1676,158
7574,0.0,311.1,1605,160
7575,0.0,311.1,1487,162
7576,0.0,311.2,1471,164
7577,0.0,311.1,1477,166
7578,0.0,311.2,1530,169
7579,0.0,311.2,1673,171
7580,0.0,311.2,1436,173
7581,0.0,311.3,1495,175
7582,0.0,311.2,1366,177
7583,0.0,311.2,1489,180
7584,0.0,311.1,1480,185
7585,0.0,311.2,1472,187
7586,0.0,311.1,1397,189
7587,0.0,311.1,1589,191
7588,0.0,311.1,1405,193
7589,0.0,311.1,2013,195
7590,0.0,311.0,1802,197
7591,0.0,311.0,1433,199
7592,1.0,311.1,1296,202
7593,0.0,311.2,1551,205
7594,1.0,311.2,1270,208
7595,0.0,311.3,1531,0
7596,0.0,311.2,1397,2
7597,0.0,311.1,1547,7
7598,0.0,311.0,2074,9
7599,0.0,311.1,1491,11
7600,0.0,311.0,1759,13
7601,0.0,311.0,1595,15
7602,0.0,311.2,1351,18
7603,0.0,311.2,1705,20
7604,0.0,311.2,1406,22
7605,0.0,311.3,1639,24
7606,0.0,311.3,2026,26
7607,0.0,311.3,1350,31
7608,0.0,311.3,1468,34
7609,0.0,311.4,1642,37
7610,0.0,311.3,1490,39
7611,0.0,311.3,1507,41
7612,0.0,311.4,1611,44
7613,0.0,311.4,1743,46
7614,0.0,311.3,1475,49
7615,0.0,311.4,1432,51
7616,0.0,311.4,1442,53
7617,0.0,311.4,1468,55
7618,0.0,311.4,1556,58
7619,0.0,311.4,1312,60
7620,0.0,311.5,1459,63
7621,0.0,311.5,1651,65
7622,0.0,311.5,1490,67
7623,0.0,311.6,1473,69
7624,0.0,311.7,1734,72
7625,0.0,311.7,1507,74
7626,0.0,311.7,1556,76
7627,0.0,311.6,1351,78
7628,0.0,311.7,1445,83
7629,0.0,311.7,1619,85
7630,0.0,311.7,1269,87
7631,0.0,311.6,1534,90
7632,0.0,311.6,1444,92
7633,0.0,311.6,1744,94
7634,0.0,311.5,1441,96
7635,0.0,311.3,1506,98
7636,0.0,311.4,1526,101
7637,0.0,311.5,1704,103
7638,0.0,311.4,1445,105
7639,0.0,311.5,1661,110
7640,0.0,311.4,1466,112
7641,0.0,311.3,1608,114
7642,0.0,311.4,1352,116
7643,0.0,311.4,1604,119
7644,0.0,311.4,1427,122
7645,0.0,311.4,1424,127
7646,0.0,311.4,1662,129
7647,0.0,311.4,1936,131
7648,0.0,311.4,1728,133
7649,0.0,311.4,1552,135
7650,0.0,311.5,1662,137
7651,0.0,311.4,1343,142
7652,0.0,311.5,1476,144
7653,0.0,311.4,1346,147
7654,0.0,311.5,1492,149
7655,0.0,311.5,1540,151
7656,0.0,311.5,1596,154
7657,0.0,311.6,1541,156
7658,0.0,311.6,1661,158
7659,0.0,311.6,1359,160
7660,0.0,311.6,1528,163
7661,0.0,311.6,1246,165
7662,0.0,311.6,1575,168
7663,0.0,311.6,1658,170
7664,0.0,311.6,1385,173
7665,0.0,311.7,1454,175
7666,0.0,311.6,1497,180
7667,0.0,311.7,1424,182
7668,0.0,311.7,1528,185
7669,0.0,311.8,1539,187
7670,1.0,311.8,1336,189
7671,0.0,311.6,1525,191
7672,0.0,311.6,1456,193
7673,0.0,311.7,2141,196
7674,0.0,311.6,1476,199
7675,0.0,311.6,1509,202
7676,0.0,311.6,1447,204
7677,0.0,311.7,1448,206
7678,0.0,311.7,1428,208
7679,0.0,311.7,1389,210
7680,0.0,311.7,1635,213
7681,0.0,311.7,1395,215
7682,0.0,311.8,1443,217
7683,0.0,311.7,1412,219
7684,0.0,311.7,1524,222
7685,0.0,311.8,1407,224
7686,0.0,311.7,1397,227
7687,0.0,311.7,1504,229
7688,1.0,311.7,2097,232
7689,0.0,311.7,1553,0
7690,0.0,311.7,1432,2
7691,0.0,311.6,1577,4
7692,0.0,311.5,1370,7
7693,0.0,311.6,1506,10
7694,0.0,311.6,1964,15
7695,0.0,311.7,1500,17
7696,0.0,311.7,1488,22
7697,0.0,311.5,1282,24
7698,0.0,311.4,1400,29
7699,0.0,311.5,1419,31
7700,0.0,311.5,1441,33
7701,0.0,311.6,1348,36
7702,0.0,311.7,1468,39
7703,0.0,311.7,1701,44
7704,0.0,311.7,1864,47
7705,0.0,311.6,1630,52
7706,0.0,311.5,1316,55
7707,0.0,311.5,1708,57
7708,0.0,311.4,1679,59
7709,0.0,311.4,1709,64
7710,0.0,311.4,1445,66
7711,0.0,311.4,1390,68
7712,0.0,311.4,1309,71
7713,0.0,311.5,1499,73
7714,0.0,311.4,2072,75
7715,0.0,311.5,1487,78
7716,0.0,311.5,1302,80
7717,0.0,311.5,1378,82
7718,0.0,311.6,1365,85
7719,0.0,311.7,1427,87
7720,0.0,311.7,1535,92
7721,0.0,311.6,1476,97
7722,0.0,311.6,1425,102
7723,0.0,311.7,1409,104
7724,0.0,311.6,1730,106
7725,0.0,311.6,1454,108
7726,0.0,311.7,1744,111
7727,0.0,311.9,1761,113
7728,0.0,311.9,1657,116
7729,0.0,311.8,1420,119
7730,0.0,311.9,1329,121
7731,0.0,311.9,1472,126
7732,0.0,312.0,1566,128
7733,0.0,312.0,1430,130
7734,0.0,312.0,1481,132
7735,0.0,312.0,1670,134
7736,0.0,312.0,1406,136
7737,0.0,312.1,1354,138
7738,0.0,312.0,1985,143
7739,0.0,312.0,1263,146
7740,0.0,311.9,1576,149
7741,0.0,312.0,1453,151
7742,0.0,312.0,1478,153
7743,0.0,311.9,1323,155
7744,0.0,311.9,1710,158
7745,0.0,311.7,1314,160
7746,0.0,311.7,1460,162
7747,0.0,311.7,1508,164
7748,0.0,311.8,1331,167
7749,0.0,311.7,1515,170
7750,0.0,311.6,1674,172
7751,0.0,311.7,1444,174
7752,0.0,311.7,1398,176
7753,0.0,311.7,1832,179
7754,0.0,311.8,1591,182
7755,0.0,311.7,1478,185
7756,0.0,311.8,1362,188
7757,1.0,311.8,1368,191
7758,0.0,311.7,1723,193
7759,0.0,311.8,1689,196
7760,1.0,311.8,1272,198
7761,0.0,311.7,1511,200
7762,0.0,311.6,1715,203
7763,0.0,311.5,1400,0
7764,1.0,311.6,1200,3
7765,0.0,311.7,1555,5
7766,0.0,311.6,1427,8
7767,0.0,311.4,1318,13
7768,0.0,311.4,1319,15
7769,0.0,311.4,1960,20
7770,0.0,311.5,1552,23
7771,0.0,311.5,1548,25
7772,0.0,311.6,1709,27
7773,0.0,311.5,1464,29
7774,0.0,311.4,1759,34
7775,0.0,311.5,1634,36
7776,0.0,311.5,1663,38
7777,0.0,311.5,1445,40
7778,0.0,311.5,1695,43
7779,0.0,311.6,1517,45
7780,0.0,311.7,1811,47
7781,0.0,311.6,1815,49
7782,0.0,311.7,1513,51
7783,0.0,311.6,1518,53
7784,0.0,311.5,1667,56
7785,0.0,311.5,1403,58
7786,0.0,311.5,1383,60
7787,0.0,311.5,1466,62
7788,0.0,311.5,1378,64
7789,0.0,311.5,1547,66
7790,0.0,311.5,1495,69
7791,0.0,311.4,1729,71
7792,0.0,311.4,1418,73
7793,0.0,311.4,1485,75
7794,0.0,311.5,1434,80
7795,0.0,311.6,1415,82
7796,0.0,311.6,1674,85
7797,0.0,311.5,1454,90
7798,0.0,311.4,1476,92
7799,0.0,311.5,1812,94
7800,0.0,311.4,1374,96
7801,0.0,311.4,1524,98
7802,0.0,311.4,1383,101
7803,0.0,311.3,1429,103
7804,0.0,311.3,1517,105
7805,0.0,311.4,1480,108
7806,0.0,311.4,1706,111
7807,0.0,311.5,1349,113
7808,0.0,311.5,1451,115
7809,0.0,311.4,1627,118
7810,0.0,311.4,1537,120
7811,0.0,311.5,2218,123
7812,0.0,311.4,1466,125
7813,0.0,311.5,1666,128
7814,0.0,311.5,1455,130
7815,0.0,311.4,1927,132
7816,0.0,311.3,1703,134
7817,0.0,311.2,1533,137
7818,0.0,311.3,1785,139
7819,0.0,311.2,2142,144
7820,0.0,311.2,1369,146
7821,0.0,311.2,1706,148
7822,0.0,311.3,1802,151
7823,0.0,311.3,1413,153
7824,0.0,311.3,1484,158
7825,0.0,311.3,1535,160
7826,0.0,311.2,1579,162
7827,0.0,311.1,1300,165
7828,0.0,311.1,1452,167
7829,0.0,311.1,1562,170
7830,0.0,311.2,1664,173
7831,0.0,311.2,1495,175
7832,0.0,311.4,1533,180
7833,0.0,311.4,1484,183
7834,0.0,311.4,1604,185
7835,0.0,311.4,1483,187
7836,0.0,311.5,1549,189
7837,0.0,311.4,1604,191
7838,0.0,311.5,1685,193
7839,0.0,311.6,1372,195
7840,0.0,311.6,1374,197
7841,0.0,311.6,1606,199
7842,0.0,311.5,1471,201
7843,0.0,311.5,1659,203
7844,0.0,311.7,1400,205
7845,0.0,311.7,1503,208
7846,0.0,311.8,1798,210
7847,0.0,311.6,1608,212
7848,0.0,311.6,1322,215
7849,0.0,311.6,1547,217
7850,1.0,311.7,1374,222
7851,0.0,311.7,1447,0
7852,0.0,311.7,1373,3
7853,0.0,311.7,1515,5
7854,0.0,311.7,1317,7
7855,0.0,311.8,1551,9
7856,0.0,311.8,1592,11
7857,0.0,311.8,1433,14
7858,0.0,311.9,1432,16
7859,0.0,311.9,1350,18
7860,0.0,311.9,1370,20
7861,0.0,312.0,1415,23
7862,0.0,312.0,1498,25
7863,0.0,312.0,1382,27
7864,0.0,311.9,1511,30
7865,0.0,311.9,1330,33
7866,0.0,311.9,1383,35
7867,0.0,311.9,1431,37
7868,0.0,312.0,1461,39
7869,1.0,311.9,1438,41
7870,0.0,312.0,1779,46
7871,0.0,312.1,1293,49
7872,0.0,312.2,1308,52
7873,0.0,312.3,1532,54
7874,0.0,312.4,1470,56
7875,0.0,312.3,1548,58
7876,0.0,312.3,1898,60
7877,0.0,312.2,1335,62
7878,0.0,312.3,1420,67
7879,0.0,312.3,1418,69
7880,0.0,312.3,1535,71
7881,0.0,312.4,1457,74
7882,0.0,312.4,1493,79
7883,0.0,312.3,1670,81
7884,0.0,312.3,1446,86
7885,1.0,312.4,1465,91
7886,0.0,312.3,1590,93
7887,0.0,312.2,2174,95
7888,0.0,312.4,1590,98
7889,0.0,312.3,1577,100
7890,0.0,312.4,1371,102
7891,0.0,312.4,1767,105
7892,0.0,312.5,1517,107
7893,0.0,312.6,1555,109
7894,0.0,312.7,1416,112
7895,0.0,312.6,1588,114
7896,0.0,312.6,1422,117
7897,0.0,312.6,1376,119
7898,0.0,312.5,1434,121
7899,0.0,312.5,1423,123
7900,0.0,312.4,1364,125
7901,0.0,312.4,1825,127
7902,0.0,312.4,1365,129
7903,0.0,312.3,1430,131
7904,0.0,312.3,1435,134
7905,0.0,312.4,1811,136
7906,0.0,312.4,1465,139
7907,0.0,312.4,1372,142
7908,0.0,312.3,1858,144
7909,0.0,312.3,1715,146
7910,0.0,312.2,1590,148
7911,0.0,312.2,1664,150
7912,0.0,312.1,1512,153
7913,0.0,312.1,1498,155
7914,0.0,312.1,1395,157
7915,0.0,312.1,1490,159
7916,0.0,312.1,1527,164
7917,0.0,312.1,1512,169
7918,0.0,312.1,1474,171
7919,0.0,312.1,1505,173
7920,0.0,312.0,1496,175
7921,0.0,312.0,1382,177
7922,0.0,311.9,1419,179
7923,0.0,311.9,1462,181
7924,0.0,312.0,1450,183
7925,0.0,311.9,1389,186
7926,0.0,311.9,1697,191
7927,1.0,311.9,1335,194
7928,0.0,311.9,1476,196
7929,0.0,311.7,1497,198
7930,0.0,311.6,1669,200
7931,0.0,311.6,1455,203
7932,0.0,311.7,1499,205
7933,0.0,311.8,1478,207
7934,0.0,311.8,1928,209
7935,0.0,311.9,1621,211
7936,0.0,311.9,1356,214
7937,0.0,311.7,1490,217
7938,0.0,311.7,1578,219
7939,0.0,311.7,1681,221
7940,0.0,311.8,1417,223
7941,0.0,311.7,1532,0
7942,0.0,311.7,1499,3
7943,0.0,311.7,1432,6
7944,0.0,311.7,1753,8
7945,0.0,311.7,1414,10
7946,0.0,311.7,1655,12
7947,0.0,311.6,1516,14
7948,0.0,311.7,1426,16
7949,0.0,311.7,1479,18
7950,0.0,311.5,1569,20
7951,0.0,311.6,1568,23
7952,0.0,311.8,1843,25
7953,0.0,311.9,1480,28
7954,0.0,312.0,1447,31
7955,0.0,311.9,1454,33
7956,0.0,311.9,1310,35
7957,0.0,311.9,1513,38
7958,0.0,311.9,2140,43
7959,0.0,312.1,1377,48
7960,0.0,312.1,1585,50
7961,0.0,312.2,1491,52
7962,0.0,312.2,1264,57
7963,0.0,312.2,1372,59
7964,0.0,312.2,1510,61
7965,0.0,312.1,1423,63
7966,0.0,312.3,1464,65
7967,0.0,312.2,1602,67
7968,0.0,312.2,1629,69
7969,0.0,312.2,1811,72
7970,0.0,312.1,1711,74
7971,0.0,312.1,1297,76
7972,0.0,312.1,1405,79
7973,0.0,312.2,1397,81
7974,0.0,312.3,1682,83
7975,0.0,312.3,1528,85
7976,0.0,312.3,1548,87
7977,0.0,312.4,1395,90
7978,0.0,312.4,1378,95
7979,0.0,312.4,1480,97
7980,0.0,312.4,1428,99
7981,0.0,312.4,1505,102
7982,0.0,312.3,1445,105
7983,0.0,312.3,1488,107
7984,0.0,312.2,1601,109
7985,0.0,312.3,1550,111
7986,0.0,312.2,1540,113
7987,0.0,312.3,1587,115
7988,0.0,312.2,1489,117
7989,0.0,312.3,1486,122
7990,0.0,312.4,1430,124
7991,0.0,312.4,1809,126
7992,0.0,312.3,1534,129
7993,0.0,312.3,1852,131
7994,0.0,312.3,1595,134
7995,0.0,312.3,1424,136
7996,0.0,312.2,1776,138
7997,0.0,312.2,1499,140
7998,1.0,312.2,2710,143
7999,0.0,312.1,1359,146
8000,0.0,312.1,1617,148
8001,0.0,312.0,1443,151
8002,0.0,312.0,1374,154
8003,0.0,312.1,1851,156
8004,0.0,312.0,1274,159
8005,0.0,312.0,1533,162
8006,0.0,312.0,1477,164
8007,0.0,312.1,1462,166
8008,0.0,312.1,1664,168
8009,0.0,311.9,1414,171
8010,0.0,312.0,2129,173
8011,0.0,311.8,1323,178
8012,0.0,311.8,1427,180
8013,0.0,312.0,1375,182
8014,0.0,312.0,1402,185
8015,0.0,312.0,1500,188
8016,0.0,312.0,1558,190
8017,0.0,312.0,1447,193
8018,0.0,312.0,1518,196
8019,0.0,311.9,1889,198
8020,0.0,312.1,1675,200
8021,0.0,312.0,1720,202
8022,0.0,312.0,1499,207
8023,0.0,312.0,1441,210
8024,0.0,312.0,1397,212
8025,0.0,312.0,1493,217
8026,0.0,312.0,1422,219
8027,1.0,311.9,1399,222
8028,0.0,311.9,1425,224
8029,0.0,311.8,1501,226
8030,0.0,311.9,1629,0
8031,0.0,312.0,1490,3
8032,0.0,312.0,1550,5
8033,0.0,312.0,1416,7
8034,0.0,311.9,1485,9
8035,0.0,311.8,1564,11
8036,0.0,311.7,1910,13
8037,0.0,311.7,1460,15
8038,0.0,311.8,1603,17
8039,0.0,311.8,1486,19
8040,0.0,311.9,1560,21
8041,0.0,311.9,1498,23
8042,0.0,311.9,1431,25
8043,0.0,311.9,1486,30
8044,0.0,311.9,1486,32
8045,0.0,311.8,1441,34
8046,0.0,311.9,1366,36
8047,0.0,311.8,1471,39
8048,0.0,311.9,1463,41
8049,0.0,311.9,1413,43
8050,0.0,311.9,1604,45
8051,0.0,312.0,1401,50
8052,0.0,311.8,1652,52
8053,0.0,311.9,1403,54
8054,0.0,311.9,1887,56
8055,0.0,311.8,1405,58
8056,0.0,311.6,1496,60
8057,0.0,311.5,1499,65
8058,0.0,311.5,1549,67
8059,0.0,311.6,1515,69
8060,0.0,311.6,1540,71
8061,0.0,311.5,1426,73
8062,0.0,311.6,1465,78
8063,0.0,311.6,1359,81
8064,0.0,311.7,1551,84
8065,0.0,311.8,1596,87
8066,0.0,311.9,1670,89
8067,0.0,311.9,1868,92
8068,0.0,312.0,1490,94
8069,0.0,311.9,1676,97
8070,0.0,311.9,1875,100
8071,0.0,312.0,1867,103
8072,0.0,312.0,1646,106
8073,0.0,312.0,1375,108
8074,0.0,312.0,1558,113
8075,0.0,312.0,1631,115
8076,0.0,312.0,1366,117
8077,0.0,311.8,1360,119
8078,0.0,311.8,1547,121
8079,0.0,311.7,1571,123
8080,0.0,311.5,1528,125
8081,0.0,311.5,1432,127
8082,0.0,311.6,1356,132
8083,0.0,311.5,1422,134
8084,0.0,311.4,1438,139
8085,0.0,311.4,1483,141
8086,0.0,311.4,1331,143
8087,0.0,311.4,1463,145
8088,0.0,311.4,1446,147
8089,0.0,311.4,1356,149
8090,0.0,311.3,1676,151
8091,0.0,311.4,1910,153
8092,0.0,311.6,1375,155
8093,0.0,311.6,1513,157
8094,0.0,311.6,1511,160
8095,0.0,311.6,1662,162
8096,0.0,311.7,1493,167
8097,0.0,311.7,1555,169
8098,0.0,311.7,1452,172
8099,0.0,311.6,1500,174
8100,0.0,311.7,1603,176
8101,0.0,311.7,1682,178
8102,0.0,311.8,1567,180
8103,0.0,311.8,1413,182
8104,0.0,311.9,1429,184
8105,0.0,311.9,1692,187
8106,0.0,311.9,1476,189
8107,0.0,312.0,1596,191
8108,0.0,311.9,1390,194
8109,0.0,311.8,1607,199
8110,0.0,311.7,1821,202
8111,0.0,311.8,2141,204
8112,1.0,311.8,1553,209
8113,0.0,311.8,1442,0
8114,0.0,311.7,1459,3
8115,0.0,311.8,2496,5
8116,0.0,311.8,1367,10
8117,0.0,311.8,2004,12
8118,0.0,311.7,1406,14
8119,0.0,311.8,1548,16
8120,0.0,311.7,1333,18
8121,0.0,311.6,1767,20
8122,0.0,311.6,1827,22
8123,0.0,311.6,1533,24
8124,0.0,311.5,1515,27
8125,0.0,311.4,1568,32
8126,0.0,311.4,1452,34
8127,0.0,311.4,1433,36
8128,0.0,311.3,1650,38
8129,0.0,311.4,1629,41
8130,0.0,311.3,1520,43
8131,0.0,311.2,1393,45
8132,0.0,311.2,1364,50
8133,0.0,311.3,1389,55
8134,0.0,311.1,1466,58
8135,0.0,311.1,1650,60
8136,0.0,311.0,1554,62
8137,0.0,310.9,1474,64
8138,0.0,310.8,1600,67
8139,0.0,310.8,1356,72
8140,0.0,310.8,1571,74
8141,0.0,310.9,1658,76
8142,0.0,310.8,1393,78
8143,0.0,311.0,1448,80
8144,0.0,310.9,1477,83
8145,0.0,311.0,1506,85
8146,0.0,310.9,1685,88
8147,0.0,310.9,1533,91
8148,0.0,310.8,1447,93
8149,0.0,310.7,1488,95
8150,0.0,310.8,1427,98
8151,0.0,310.7,1424,101
8152,0.0,310.7,1472,104
8153,0.0,310.7,1438,106
8154,0.0,310.8,1507,108
8155,0.0,310.7,1393,110
8156,0.0,310.8,1283,112
8157,0.0,310.8,1644,114
8158,0.0,310.8,1498,116
8159,0.0,310.8,1400,118
8160,0.0,310.9,1679,120
8161,0.0,311.1,1618,125
8162,0.0,311.0,1714,128
8163,0.0,311.0,1574,133
8164,0.0,311.1,1574,135
8165,0.0,310.9,1472,137
8166,0.0,311.0,1552,139
8167,0.0,311.1,1603,141
8168,0.0,311.1,1353,143
8169,0.0,311.1,1690,148
8170,0.0,311.2,1745,150
8171,0.0,311.3,1522,153
8172,0.0,311.4,1641,155
8173,0.0,311.4,1596,160
8174,0.0,311.4,1497,162
8175,0.0,311.3,1371,167
8176,0.0,311.3,1445,169
8177,0.0,311.2,1564,172
8178,0.0,311.1,1439,174
8179,0.0,311.2,1352,176
8180,0.0,311.3,1560,178
8181,0.0,311.2,1616,180
8182,0.0,311.2,1835,183
8183,0.0,311.1,1649,185
8184,0.0,311.1,1452,188
8185,0.0,311.1,2144,190
8186,0.0,311.1,1554,192
8187,0.0,311.0,1827,194
8188,0.0,310.9,1448,196
8189,0.0,310.9,1530,198
8190,0.0,311.0,1983,201
8191,0.0,310.9,1620,203
8192,0.0,310.9,1630,206
8193,1.0,310.9,1229,209
8194,0.0,310.8,1873,211
8195,0.0,310.7,1426,213
8196,1.0,310.8,1376,215
8197,0.0,310.8,1622,217
8198,0.0,310.7,1492,219
8199,0.0,310.7,1374,222
8200,1.0,310.7,1737,225
8201,0.0,310.8,1426,0
8202,0.0,310.9,1826,2
8203,0.0,310.9,1669,5
8204,0.0,310.9,1473,7
8205,0.0,310.9,1751,10
8206,0.0,310.9,1446,12
8207,0.0,310.8,1483,15
8208,0.0,310.7,1535,17
8209,0.0,310.7,1477,19
8210,0.0,310.8,1391,21
8211,0.0,310.7,1636,23
8212,0.0,310.6,1675,28
8213,0.0,310.5,1329,30
8214,0.0,310.5,1548,35
8215,0.0,310.5,1391,38
8216,0.0,310.5,1437,40
8217,0.0,310.6,1370,42
8218,0.0,310.6,1577,44
8219,0.0,310.5,1485,46
8220,0.0,310.4,1504,48
8221,0.0,310.3,1551,50
8222,0.0,310.5,1428,53
8223,0.0,310.5,1755,56
8224,0.0,310.5,1329,58
8225,0.0,310.5,1496,60
8226,0.0,310.5,1532,62
8227,0.0,310.5,1389,64
8228,0.0,310.4,1524,66
8229,0.0,310.4,1422,69
8230,0.0,310.5,1739,72
8231,0.0,310.5,1736,74
8232,0.0,310.5,1419,76
8233,0.0,310.6,1326,78
8234,0.0,310.6,1449,80
8235,0.0,310.6,1534,83
8236,0.0,310.6,1443,85
8237,0.0,310.6,1498,88
8238,0.0,310.6,1796,90
8239,0.0,310.4,1519,92
8240,0.0,310.4,1339,94
8241,0.0,310.4,1483,96
8242,0.0,310.2,2099,98
8243,0.0,310.3,1689,101
8244,0.0,310.4,1369,104
8245,0.0,310.4,1512,109
8246,1.0,310.3,1303,111
8247,0.0,310.3,1552,114
8248,0.0,310.4,1713,116
8249,0.0,310.3,1456,118
8250,0.0,310.4,1524,120
8251,0.0,310.4,1394,122
8252,0.0,310.4,1981,125
8253,0.0,310.4,1565,127
8254,0.0,310.4,1657,129
8255,0.0,310.4,1625,131
8256,0.0,310.4,1606,134
8257,0.0,310.5,1336,136
8258,0.0,310.6,1587,141
8259,0.0,310.6,1602,144
8260,0.0,310.5,1471,146
8261,0.0,310.6,1332,148
8262,0.0,310.6,1434,153
8263,0.0,310.6,1921,158
8264,0.0,310.6,1704,160
8265,0.0,310.6,1397,165
8266,0.0,310.6,1791,168
8267,0.0,310.6,1818,173
8268,0.0,310.7,1540,175
8269,0.0,310.8,1502,177
8270,0.0,310.8,1761,180
8271,0.0,310.8,1517,185
8272,0.0,310.7,1309,188
8273,0.0,310.6,1363,190
8274,0.0,310.6,1787,192
8275,0.0,310.5,1640,195
8276,0.0,310.6,1720,197
8277,0.0,310.5,1384,200
8278,0.0,310.5,1294,202
8279,0.0,310.5,1464,207
8280,0.0,310.6,1803,209
8281,0.0,310.6,1602,211
8282,0.0,310.6,1519,213
8283,0.0,310.7,1638,218
8284,0.0,310.6,1615,221
8285,0.0,310.6,1651,0
8286,0.0,310.6,1387,2
8287,0.0,310.5,1678,4
8288,0.0,310.6,1585,7
8289,0.0,310.6,1640,9
8290,0.0,310.6,1406,12
8291,0.0,310.6,1679,14
8292,0.0,310.5,1717,17
8293,0.0,310.5,1429,19
8294,0.0,310.4,1533,24
8295,0.0,310.5,1525,27
8296,0.0,310.4,1739,30
8297,0.0,310.3,1436,32
8298,0.0,310.2,1595,34
8299,0.0,310.1,1435,37
8300,0.0,310.0,1637,42
8301,0.0,310.1,1558,44
8302,0.0,310.1,1644,46
8303,0.0,310.1,1641,49
8304,0.0,310.2,1504,51
8305,0.0,310.1,1506,53
8306,0.0,310.1,1380,56
8307,0.0,310.1,1549,61
8308,1.0,310.1,1402,64
8309,0.0,310.1,1401,67
8310,0.0,310.0,1459,69
8311,0.0,309.9,1465,72
8312,0.0,310.0,1295,74
8313,0.0,310.0,1529,77
8314,0.0,310.0,1484,80
8315,0.0,309.9,1739,83
8316,0.0,309.8,1422,85
8317,0.0,309.8,1463,90
8318,0.0,309.7,1667,92
8319,0.0,309.7,1565,94
8320,0.0,309.7,1393,99
8321,0.0,309.7,1453,101
8322,0.0,309.6,1442,104
8323,0.0,309.6,1364,106
8324,0.0,309.5,1453,108
8325,0.0,309.5,1394,113
8326,0.0,309.5,1500,116
8327,0.0,309.5,1523,119
8328,0.0,309.6,1254,124
8329,0.0,309.5,1325,127
8330,0.0,309.7,1424,129
8331,0.0,309.7,1505,131
8332,0.0,309.7,1392,133
8333,0.0,309.7,1529,136
8334,0.0,309.7,1477,138
8335,0.0,309.7,1459,141
8336,0.0,309.8,2240,144
8337,0.0,309.7,1449,147
8338,0.0,309.7,1589,149
8339,0.0,309.7,1740,152
8340,0.0,309.7,1499,154
8341,0.0,309.7,1480,157
8342,0.0,309.7,1751,160
8343,0.0,309.7,1510,162
8344,0.0,309.8,1437,164
8345,0.0,309.7,1609,169
8346,0.0,309.8,1490,171
8347,0.0,309.7,1601,176
8348,0.0,309.6,1665,178
8349,0.0,309.6,1452,180
8350,0.0,309.5,1487,183
8351,0.0,309.6,1382,186
8352,0.0,309.6,1686,189
8353,0.0,309.6,1491,192
8354,0.0,309.6,1442,194
8355,0.0,309.6,1390,196
8356,0.0,309.6,1502,198
8357,0.0,309.6,1344,200
8358,1.0,309.5,1385,203
8359,0.0,309.7,1547,0
8360,0.0,309.6,1525,2
8361,0.0,309.6,1540,5
8362,0.0,309.5,1450,7
8363,0.0,309.6,1353,9
8364,0.0,309.7,1582,11
8365,0.0,309.8,1396,13
8366,0.0,309.8,1551,15
8367,0.0,309.8,1836,18
8368,0.0,309.8,1390,21
8369,0.0,309.8,1534,23
8370,0.0,309.7,1953,25
8371,0.0,309.8,1634,27
8372,0.0,309.7,1881,29
8373,0.0,309.7,1448,31
8374,0.0,309.7,1362,34
8375,0.0,309.7,1225,37
8376,0.0,309.6,1384,39
8377,0.0,309.8,1334,42
8378,0.0,309.7,1336,44
8379,0.0,309.9,1331,46
8380,0.0,309.9,1629,49
8381,0.0,310.0,1776,51
8382,0.0,310.0,1530,53
8383,0.0,310.0,1719,58
8384,0.0,309.9,1495,60
8385,0.0,309.7,1450,63
8386,0.0,309.8,1563,65
8387,0.0,309.9,1501,70
8388,0.0,309.9,1351,73
8389,0.0,309.9,1365,75
8390,0.0,309.9,1525,77
8391,0.0,309.8,1288,79
8392,0.0,309.6,1423,82
8393,0.0,309.6,1502,84
8394,0.0,309.5,1428,87
